"Apple-Rt","Aidriven.Learner","Nnrg.Hazel","Ogre","Luckylemming","Pires5600","The","Cluneplayer","Fluxplayer","Ggp_Remote_Agent","Jigsawbot","Entropy"
"1124.4023102176516","659.8348172264042","1034.2196344318525","1322.0621240864382","1406.013612422169","1508.2909404187487","375.4454748802037","1632.2225588084389","1637.126478761972","321.2171904516606","729.9999999999999","346.2700737237775"
"1145.9023102176516","659.8348172264042","1045.7196344318525","1333.5621240864382","1417.513612422169","1519.7909404187487","321.9454748802037","1648.7225588084389","1648.626478761972","267.7171904516606","729.9999999999999","346.2700737237775"
"1128.9023102176516","659.8348172264042","1028.7196344318525","1316.5621240864382","1400.513612422169","1502.7909404187487","304.9454748802037","1721.7225588084389","1711.626478761972","250.7171904516606","729.9999999999999","329.2700737237775"
"1105.2659465812878","659.8348172264042","1005.0832707954888","1292.9257604500744","1416.8772487858053","1559.154576782385","281.30911124384005","1748.0861951720751","1777.9901151256083","227.08082681529697","729.9999999999999","305.6337100874139"
"1105.2659465812878","659.8348172264042","1017.6572404631977","1297.5904363075229","1416.8772487858053","1559.154576782385","328.10017540017","1748.0861951720751","1777.9901151256083","227.08082681529697","729.9999999999999","252.63855823229585"
"1089.7645722558752","659.8348172264042","1056.0628047430725","1299.2101958988412","1453.0379167946385","1565.090437120284","335.2506945355826","1734.91854502414","1752.5344479106834","212.43866414439884","729.9999999999999","232.13304123812844"
"1066.7163064042575","659.8348172264042","1053.5334427202242","1314.0961053646918","1481.8349342292722","1554.41954361294","339.3571607292046","1734.8524727591432","1761.801820314668","197.48861242239482","729.9999999999999","226.3409211088479"
"1066.7163064042575","659.8348172264042","1053.5334427202242","1314.0961053646918","1481.8349342292722","1554.41954361294","339.3571607292046","1734.8524727591432","1761.801820314668","197.48861242239482","729.9999999999999","226.3409211088479"
"1000.0496397375908","659.8348172264042","1053.5334427202242","1314.0961053646918","1515.1682675626055","1587.7528769462733","372.69049406253794","1734.8524727591432","1761.801820314668","197.48861242239482","729.9999999999999","226.3409211088479"
"939.6698117422869","659.8348172264042","1085.687206708416","1444.2643081945569","1437.4695069171037","1575.450399175445","399.5662755434299","1736.8822016915444","1850.350964277229","146.56945468486686","729.9999999999999","147.8645240640991"
"851.0954323985138","659.8348172264042","1057.2195332381712","1457.7787367879728","1388.6889294866094","1640.7078058483914","432.9662530098126","1749.6245979535229","1960.1323025395475","139.72041001396198","729.9999999999999","85.45911274236474"
"911.6094908647976","659.8348172264042","1172.2236406509041","1380.8163872575606","1289.595125848428","1746.6684472871184","385.09438815645194","1780.3305822346183","1895.0601913321473","117.92778789762988","729.9999999999999","65.6655962519765"
"855.8842803935095","659.8348172264042","1254.877358733067","1410.011839310415","1231.5859008021425","1734.7651767865423","334.3017155951816","1845.2357746702808","1969.0348377444516","57.797957703133946","729.9999999999999","11.406743835507562"
"777.1966593740683","659.8348172264042","1325.50005436037","1529.182306884144","1202.2986266736036","1707.7598599526118","257.77492869733965","1917.8034474306794","2086.1891925528657","-26.295797985919307","729.9999999999999","-72.50769236553108"
"719.3429628864058","659.8348172264042","1436.1006710115469","1622.4238475214204","1120.9115459888544","1813.8910016997722","220.03421550613848","1810.2745786802268","2144.381416098742","-76.57019005496558","729.9999999999999","-119.77673221259629"
"696.7181150644149","659.8348172264042","1383.5138991240156","1710.799415175769","1082.2135927848622","1932.4874271420497","193.82935485342654","1818.99391790666","2125.467568016747","-123.52946862650015","729.9999999999999","-163.44033511887608"
"660.0000442763558","659.8348172264042","1322.114386283179","1780.1292894907076","1080.33566200451","2029.820667520803","153.87069648311723","1811.7309932277435","2192.665579621099","-185.67117392758547","729.9999999999999","-222.5818746693338"
"622.6647637133315","659.8348172264042","1252.3747554311635","1850.4443783620957","1084.8991523926757","2107.2528481137206","126.5777789041442","1917.794736777903","2112.1280135408297","-215.5557120989318","729.9999999999999","-250.6599767006283"
"593.7926183515885","659.8348172264042","1183.144872789174","1851.277144811922","1134.7952551594917","2101.790392873698","111.9142627788239","1957.2587983807657","2106.353111860235","-215.5557120989318","729.9999999999999","-250.6599767006283"
"568.0291024973343","659.8348172264042","1153.1740634900918","1741.8629942103598","1236.5343876981042","2174.1020599377066","69.10345493948147","2049.114966480333","2019.73754406191","-215.5557120989318","729.9999999999999","-250.6599767006283"
"611.9550060066861","659.8348172264042","1066.5046796674444","1630.3501863892166","1211.701285684642","2157.872182576624","127.68625982465522","2130.603403794631","2098.3489385309704","-227.8612080643525","729.9999999999999","-261.7178498947563"
"578.6216726733527","659.8348172264042","1066.5046796674444","1630.3501863892166","1211.701285684642","2157.872182576624","94.35292649132188","2130.603403794631","2098.3489385309704","-227.8612080643525","729.9999999999999","-195.05118322808963"
"578.6216726733527","659.8348172264042","1099.8380130007777","1663.6835197225498","1245.0346190179753","2191.2055159099573","94.35292649132188","2130.603403794631","2098.3489385309704","-294.52787473101915","729.9999999999999","-195.05118322808963"
"578.6216726733527","659.8348172264042","1099.8380130007777","1663.6835197225498","1245.0346190179753","2191.2055159099573","94.35292649132188","2130.603403794631","2098.3489385309704","-294.52787473101915","729.9999999999999","-195.05118322808963"
"554.2612741173253","659.8348172264042","1158.586199476914","1704.1587786350487","1199.0773196250057","2114.585008145868","85.68655691100881","2155.946870189572","2124.7376974756266","-294.52787473101915","729.9999999999999","-195.05118322808963"
"554.2612741173253","659.8348172264042","1158.586199476914","1704.1587786350487","1199.0773196250057","2114.585008145868","85.68655691100881","2155.946870189572","2124.7376974756266","-294.52787473101915","729.9999999999999","-195.05118322808963"
"518.6308866595405","659.8348172264042","1193.8786026822277","1713.2008528750048","1232.4214848420697","2114.585008145868","72.60173156797597","2155.946870189572","2124.7376974756266","-294.52787473101915","729.9999999999999","-195.05118322808963"
"491.13088665954047","659.8348172264042","1166.3786026822277","1730.7008528750048","1234.9214848420697","2132.085008145868","72.60173156797597","2128.446870189572","2197.2376974756266","-294.52787473101915","729.9999999999999","-222.55118322808963"
"478.63088665954047","659.8348172264042","1153.8786026822277","1718.2008528750048","1222.4214848420697","2119.585008145868","72.60173156797597","2115.946870189572","2284.7376974756266","-294.52787473101915","729.9999999999999","-235.05118322808963"
"476.87410018497627","659.8348172264042","1149.5345452378795","1699.7557756101787","1224.178271316634","2138.030085410694","72.60173156797597","2131.804676484614","2268.8798911805848","-294.52787473101915","729.9999999999999","-230.7071257837413"
"385.9227258889321","659.8348172264042","1066.97316792652","1655.8375124788786","1268.0965344479341","2106.356763857785","72.60173156797597","2214.366053795973","2300.5532127334936","-294.52787473101915","729.9999999999999","-139.75575148769715"
"362.32087062610384","659.8348172264042","1080.6435839493333","1623.9321125084032","1250.542118455706","2014.259544837141","72.60173156797597","2308.953088894135","2366.7631014848203","-294.52787473101915","729.9999999999999","-167.5302183627435"
"362.32087062610384","659.8348172264042","1080.6435839493333","1623.9321125084032","1250.542118455706","2014.259544837141","72.60173156797597","2308.953088894135","2366.7631014848203","-294.52787473101915","729.9999999999999","-167.5302183627435"
