"R2.Ogre.Sobotka_S.3359145294.3359146585","Ogre","Sobotka_S.3359145294","0"
"R2.Nnrg.Hazel.Sobotka_S.3359145294.3359146585","Nnrg.Hazel","Sobotka_S.3359145294","65"
"R2.Apple-Rt.Sobotka_S.3359145294.3359146585","Apple-Rt","Sobotka_S.3359145294","75"
"R2.The.Sobotka_S.3359145294.3359146585","The","Sobotka_S.3359145294","0"
"R2.Ggp_Remote_Agent.Sobotka_S.3359145294.3359146585","Ggp_Remote_Agent","Sobotka_S.3359145294","0"
"R2.Entropy.Sobotka_S.3359145294.3359146585","Entropy","Sobotka_S.3359145294","0"
"R2.Pumaman800.Sobotka_S.3359145294.3359146586","Pumaman800","Sobotka_S.3359145294","65"
"R2.Cluneplayer.Valchek_S.3359145512.3359146586","Cluneplayer","Valchek_S.3359145512","70"
"R2.Fluxplayer.Valchek_S.3359145512.3359146586","Fluxplayer","Valchek_S.3359145512","65"
"R2.Luckylemming.Valchek_S.3359145512.3359146586","Luckylemming","Valchek_S.3359145512","65"
"R2.Pires5600.Valchek_S.3359145512.3359146586","Pires5600","Valchek_S.3359145512","65"
"R2.Ogre.Valchek_S.3359145512.3359146586","Ogre","Valchek_S.3359145512","65"
"R2.Nnrg.Hazel.Valchek_S.3359145512.3359146586","Nnrg.Hazel","Valchek_S.3359145512","65"
"R2.Apple-Rt.Valchek_S.3359145512.3359146586","Apple-Rt","Valchek_S.3359145512","75"
"R2.The.Valchek_S.3359145512.3359146586","The","Valchek_S.3359145512","0"
"R2.Ggp_Remote_Agent.Valchek_S.3359145512.3359146586","Ggp_Remote_Agent","Valchek_S.3359145512","0"
"R2.Pumaman800.Valchek_S.3359145512.3359146586","Pumaman800","Valchek_S.3359145512","65"
"R2.Cluneplayer.Spiros_S.3359145732.3359146586","Cluneplayer","Spiros_S.3359145732","90"
"R2.Fluxplayer.Spiros_S.3359145732.3359146586","Fluxplayer","Spiros_S.3359145732","80"
"R2.Luckylemming.Spiros_S.3359145732.3359146586","Luckylemming","Spiros_S.3359145732","0"
"R2.Pires5600.Spiros_S.3359145732.3359146586","Pires5600","Spiros_S.3359145732","0"
"R2.Ogre.Spiros_S.3359145732.3359146586","Ogre","Spiros_S.3359145732","0"
"R2.Nnrg.Hazel.Spiros_S.3359145732.3359146586","Nnrg.Hazel","Spiros_S.3359145732","0"
"R2.Apple-Rt.Spiros_S.3359145732.3359146586","Apple-Rt","Spiros_S.3359145732","0"
"R2.The.Spiros_S.3359145732.3359146586","The","Spiros_S.3359145732","0"
"R2.Ggp_Remote_Agent.Spiros_S.3359145732.3359146586","Ggp_Remote_Agent","Spiros_S.3359145732","0"
"R2.Entropy.Spiros_S.3359145732.3359146586","Entropy","Spiros_S.3359145732","0"
"R2.Cluneplayer.Sergei_S.3359145771.3359146586","Cluneplayer","Sergei_S.3359145771","50"
"R2.Fluxplayer.Sergei_S.3359145771.3359146586","Fluxplayer","Sergei_S.3359145771","90"
"R2.Luckylemming.Sergei_S.3359145771.3359146586","Luckylemming","Sergei_S.3359145771","40"
"R2.Pires5600.Sergei_S.3359145771.3359146586","Pires5600","Sergei_S.3359145771","80"
"R2.Ogre.Sergei_S.3359145771.3359146586","Ogre","Sergei_S.3359145771","0"
"R2.Nnrg.Hazel.Sergei_S.3359145771.3359146586","Nnrg.Hazel","Sergei_S.3359145771","0"
"R2.Apple-Rt.Sergei_S.3359145771.3359146586","Apple-Rt","Sergei_S.3359145771","0"
"R2.The.Sergei_S.3359145771.3359146586","The","Sergei_S.3359145771","0"
"R2.Ggp_Remote_Agent.Sergei_S.3359145771.3359146586","Ggp_Remote_Agent","Sergei_S.3359145771","0"
"R2.Entropy.Sergei_S.3359145771.3359146586","Entropy","Sergei_S.3359145771","0"
"R2.Pumaman800.Sergei_S.3359145771.3359146586","Pumaman800","Sergei_S.3359145771","0"
"R2.Ggp_Remote_Agent.Ziggy_S.3359145644.3359146588","Ggp_Remote_Agent","Ziggy_S.3359145644","0"
"R2.Entropy.Carver_S.3359288708.3359289498","Entropy;Cluneplayer","Carver_S.3359288708","0;0"
"R2.The.Carver_S.3359288708.3359289498","The;Pires5600","Carver_S.3359288708","100;0"
"R2.Luckylemming.Carver_S.3359288708.3359289498","Luckylemming;Ggp_Remote_Agent","Carver_S.3359288708","100;0"
