"Ncsuremote","Goblin","Cluneplayer","Fluxplayer","York","Utexas","Semsyn"
"970.0","1030.0","990.0","1040.0","970.0","1030.0","970.0"
"920.0","1005.0","965.0","1090.0","1020.0","1080.0","920.0"
"884.2857142857143","1019.2857142857143","979.2857142857143","1104.2857142857142","1034.2857142857142","1094.2857142857142","884.2857142857143"
"884.2857142857143","1006.7857142857143","991.7857142857143","1116.7857142857142","1034.2857142857142","1081.7857142857142","884.2857142857143"
"884.2857142857143","1056.7857142857142","1041.7857142857142","1066.7857142857142","1034.2857142857142","1031.7857142857142","884.2857142857143"
"884.2857142857143","1056.7857142857142","1041.7857142857142","1066.7857142857142","1034.2857142857142","1031.7857142857142","884.2857142857143"
