"R1.Pires5600_Peg_S.3357334742.60.30.3357392535","Peg_S.3357334742",2006,1,1
"R1.Pires5600_Peg_S.3357334744.600.60.3357392535","Peg_S.3357334744",2006,1,1
"R1.Pires5600_Queens_S.3357334759.180.120.3357392535","Queens_S.3357334759",2006,1,1
"R1.Pires5600_Hanoi_S.3357334769.300.45.3357392535","Hanoi_S.3357334769",2006,1,1
"R1.Pires5600_Pancakes_S.3357334777.1200.20.3357392535","Pancakes_S.3357334777",2006,1,1
"R1.Pires5600_Maze_S.3357334782.20.10.3357392535","Maze_S.3357334782",2006,1,1
"R1.Pires5600_Pancakes_S.3357334789.60.45.3357392535","Pancakes_S.3357334789",2006,1,1
"R1.Cluneplayer_Peg_S.3357334742.60.30.3357392535","Peg_S.3357334742",2006,1,1
"R1.Cluneplayer_Peg_S.3357334744.600.60.3357392535","Peg_S.3357334744",2006,1,1
"R1.Cluneplayer_Queens_S.3357334759.180.120.3357392535","Queens_S.3357334759",2006,1,1
"R1.Cluneplayer_Hanoi_S.3357334769.300.45.3357392535","Hanoi_S.3357334769",2006,1,1
"R1.Cluneplayer_Pancakes_S.3357334777.1200.20.3357392535","Pancakes_S.3357334777",2006,1,1
"R1.Cluneplayer_Maze_S.3357334782.20.10.3357392535","Maze_S.3357334782",2006,1,1
"R1.Cluneplayer_Pancakes_S.3357334789.60.45.3357392535","Pancakes_S.3357334789",2006,1,1
"R1.Aidriven.Learner_Peg_S.3357334744.600.60.3357392535","Peg_S.3357334744",2006,1,1
"R1.Aidriven.Learner_Queens_S.3357334759.180.120.3357392535","Queens_S.3357334759",2006,1,1
"R1.Aidriven.Learner_Hanoi_S.3357334769.300.45.3357392535","Hanoi_S.3357334769",2006,1,1
"R1.Aidriven.Learner_Maze_S.3357334782.20.10.3357392535","Maze_S.3357334782",2006,1,1
"R1.Aidriven.Learner_Pancakes_S.3357334789.60.45.3357392536","Pancakes_S.3357334789",2006,1,1
"R1.Jigsawbot_Peg_S.3357334744.600.60.3357392536","Peg_S.3357334744",2006,1,1
"R1.Jigsawbot_Queens_S.3357334759.180.120.3357392536","Queens_S.3357334759",2006,1,1
"R1.Jigsawbot_Hanoi_S.3357334769.300.45.3357392536","Hanoi_S.3357334769",2006,1,1
"R1.Jigsawbot_Pancakes_S.3357334777.1200.20.3357392536","Pancakes_S.3357334777",2006,1,1
"R1.Jigsawbot_Maze_S.3357334782.20.10.3357392536","Maze_S.3357334782",2006,1,1
"R1.Entropy_Peg_S.3357334742.60.30.3357392536","Peg_S.3357334742",2006,1,1
"R1.Entropy_Queens_S.3357334759.180.120.3357392536","Queens_S.3357334759",2006,1,1
"R1.Entropy_Hanoi_S.3357334769.300.45.3357392536","Hanoi_S.3357334769",2006,1,1
"R1.Entropy_Pancakes_S.3357334777.1200.20.3357392536","Pancakes_S.3357334777",2006,1,1
"R1.Entropy_Maze_S.3357334782.20.10.3357392536","Maze_S.3357334782",2006,1,1
"R1.Entropy_Pancakes_S.3357334789.60.45.3357392536","Pancakes_S.3357334789",2006,1,1
"R1.Ogre_Peg_S.3357334742.60.30.3357392536","Peg_S.3357334742",2006,1,1
"R1.Ogre_Queens_S.3357334759.180.120.3357392536","Queens_S.3357334759",2006,1,1
"R1.Ogre_Hanoi_S.3357334769.300.45.3357392536","Hanoi_S.3357334769",2006,1,1
"R1.Ogre_Pancakes_S.3357334777.1200.20.3357392536","Pancakes_S.3357334777",2006,1,1
"R1.Ogre_Maze_S.3357334782.20.10.3357392536","Maze_S.3357334782",2006,1,1
"R1.Ogre_Pancakes_S.3357334789.60.45.3357392536","Pancakes_S.3357334789",2006,1,1
"R1.Fluxplayer_Peg_S.3357334742.60.30.3357392536","Peg_S.3357334742",2006,1,1
"R1.Fluxplayer_Peg_S.3357334744.600.60.3357392536","Peg_S.3357334744",2006,1,1
"R1.Fluxplayer_Queens_S.3357334759.180.120.3357392536","Queens_S.3357334759",2006,1,1
"R1.Fluxplayer_Hanoi_S.3357334769.300.45.3357392536","Hanoi_S.3357334769",2006,1,1
"R1.Fluxplayer_Pancakes_S.3357334777.1200.20.3357392536","Pancakes_S.3357334777",2006,1,1
"R1.Fluxplayer_Maze_S.3357334782.20.10.3357392536","Maze_S.3357334782",2006,1,1
"R1.Fluxplayer_Pancakes_S.3357334789.60.45.3357392536","Pancakes_S.3357334789",2006,1,1
"R1.Apple-Rt_Peg_S.3357334742.60.30.3357392536","Peg_S.3357334742",2006,1,1
"R1.Apple-Rt_Peg_S.3357334744.600.60.3357392536","Peg_S.3357334744",2006,1,1
